relative_time,AccX,AccY,AccZ
55854,3.1699230671,-5.3486466408,
55855,,,7.088034153
55921,,-12.2619037628,
55922,3.5996823311,,-1.1599906683
55944,,,
55987,,-7.8841061592,
55988,-3.0538041592,,-0.1029506698
56024,,,
56054,,-9.4223804474,
56055,2.2062568665,,0.7805097699
56104,,,
56121,1.5670050383,-9.8677024841,-1.6496049166
56184,,,
56187,,-9.782708168,
56188,0.1879448295,,1.7693150043
56254,,-10.7751045227,
56255,0.08379706,,1.725022316
56264,,,
56321,3.4691982269,-12.2020492554,
56322,,,0.0885854661
56344,,,
56388,5.5018754005,-11.8788318634,-5.2169656754
56424,,,
56454,,-11.4239330292,
56455,1.7166426182,,-1.18872118
56504,,,
56521,-4.3897686005,-15.4078845978,
56522,,,3.8462851048
56584,,,
56588,0.0610521436,-11.3545017242,0.513556242
56654,,-7.2209124565,
56655,1.4413094521,,1.7046716213
56664,,,
56721,-2.4468741417,-4.147954464,3.6547489166
56744,,,
56788,-2.9544448853,-4.6100354195,-0.7242460251
56824,,,
56854,,-13.3787994385,
56855,-0.349553436,,-11.4442844391
56904,,,
56921,1.3491326571,-8.9602994919,-6.0429649353
56984,,,
56987,,-7.2448544502,
56988,-2.1787235737,,-0.3244143426
57054,,-16.0064353943,
57055,-4.0737342834,,-7.5812397003
57064,,,
57121,3.3183636665,-6.0274028778,
57122,,,7.7512278557
57164,,,
57188,4.3837833405,-12.5061130524,-0.379480958
57244,,,
57254,-2.3570916653,-7.8661499023,
57255,,,1.3239935637
57321,1.0163385868,-9.1398649216,3.0837318897
57324,,,
57388,,-10.298658371,
57389,0.6524199843,,-2.0398597717
57404,,,
57454,,-10.6134958267,
57455,0.7852981687,,-3.0633809566
57484,,,
57521,0.6392518282,-10.8541135788,
57522,,,0.5003881454
57564,,,
57587,,-12.283452034,
57588,0.7769184709,,-0.7338228226
57644,,,
57654,,-11.9841766357,
57655,6.9779009819,,-2.6204538345
57721,0.0083797062,-11.5675859451,-1.7932571173
57724,,,
57788,-3.0705637932,-14.2227554321,4.994304657
57804,,,
57854,,-13.1537437439,
57855,-2.7617115974,,1.4628572464
57884,,,
57921,0.245405674,-7.9272017479,2.6599581242
57964,,,
57988,-2.1475989819,-4.3754034042,3.9193081856
58044,,,
58054,,-2.4732103348,
58055,-3.5470097065,,1.2234370708
58121,,-16.3799304962,
58122,1.7741034031,,-12.8065853119
58124,,,
58188,1.8339585066,-11.650185585,-6.9252285957
58204,,,
58254,,-5.2157683372,
58255,-3.6882677078,,1.1959037781
58284,,,
58321,-1.7106571198,-21.2437515259,
58322,,,-5.4049105644
58364,,,
58388,0.9540894032,-2.8012158871,7.8158712387
58454,,-13.356054306,
58455,4.2616791725,,-0.7924807668
58465,,,
58521,-0.6823474765,-8.2947120667,
58522,,,0.2202665508
58544,,,
58588,-0.1771709323,-8.6861639023,0.4285621047
58624,,,
58654,,-9.8569288254,
58655,2.894589901,,-0.1795651317
58704,,,
58721,,-9.8748846054,
58722,1.2856862545,,-0.7350199223
58784,,,
58787,,-11.2647190094,
58788,-2.6443958282,,0.5363011956
58854,,-11.6537771225,
58855,2.1140801907,,0.0993593708
58864,,,
58921,4.4759602547,-12.4019651413,-1.5310919285
58944,,,
58988,0.895431459,-12.0344552994,-3.5087025166
59024,,,
59054,,-13.3823900223,
59055,-3.1974563599,,4.6902413368
59104,,,
59121,-4.0246529579,-13.0352315903,0.6392518282
59184,,,
59187,,-9.646238327,
59188,1.5693992376,,1.2653355598
59254,,-5.3079452515,
59255,-1.7070658207,,3.4823663235
59264,,,
59321,-3.4524388313,-3.5829229355,1.5729905367
59344,,,
59388,0.141257897,-9.8293952942,-7.1706342697
59424,,,
59454,,-13.0041065216,
59455,1.7549498081,,-9.1219081879
59504,,,
59521,-4.2030210495,-6.9360022545,
59522,,,-1.456871748
59584,,,
59587,,-12.0488204956,
59588,-0.6739677787,,1.4496891499
59654,,-7.5824365616,
59655,3.7313632965,,8.8896713257
59664,,,
59721,5.0194439888,-12.2116260529,-1.1647791862
59764,,,
59788,-1.4281413555,-7.3657617569,1.881842494
59844,,,
59854,,-9.6941223145,
59855,-0.7003039718,,1.3443442583
59921,1.7345991135,-10.1849336624,-2.2170307636
59924,,,
59988,0.9528923035,-9.8724908829,-0.4932055473
60004,,,
60054,,-10.6960964203,
60055,1.9596540928,,1.5885528326
60084,,,
60121,,-11.5771627426,
60122,1.2174515724,,0.7972691655
60164,,,
60187,6.448782444,-12.0583972931,
60188,,,-3.8163576126
60244,,,
60254,,-12.3133792877,
60255,0.2501940727,,-0.7984662652
60321,-6.0345854759,-15.5347776413,
60322,,,3.7684733868
60324,,,
60388,1.6280571222,-10.9403047562,-0.1771709323
60404,,,
60454,,-7.6997528076,
60455,1.0749965906,,2.7605144978
60484,,,
60521,-2.1260511875,-5.2971711159,3.8546648026
60564,,,
60588,-3.7529110909,-2.7964274883,0.7781155705
60644,,,
60654,,-11.4406929016,
60655,0.9612720013,,-11.5041389465
60721,1.7393875122,-12.0811414719,-7.5932106972
60724,,,
60787,,-11.5831480026,
60788,-8.1785926819,,-0.7218518257
60804,,,
60854,,-12.3277444839,
60855,-1.0606313944,,-0.8643068075
60884,,,
60921,,-7.4064631462,
60922,3.7876269817,,8.0145902634
60964,,,
60987,,-11.1474027634,
60988,3.8271315098,,-2.9448680878
61054,-1.1372457743,-7.9331874847,1.3132196665
61064,,,
61121,0.9469067454,-9.7455978394,0.6081272364
61144,,,
61188,1.8339585066,-9.5899753571,0.6943184733
61224,,,
61254,,-9.6510267258,
61255,-0.6404489279,,-0.720654726
61304,,,
61321,0.1640028208,-10.7248268127,0.7194576263
61384,,,
61388,1.0390834808,-11.7567272186,0.1089361757
61454,,-11.824962616,
61455,5.0242323875,,-2.506729126
61464,,,
61521,0.245405674,-12.0344552994,
61522,,,-1.8076223135
61544,,,
61587,,-15.112200737,
61588,-3.7624878883,,4.6950297356
61624,,,
61654,,-11.9063653946,
61655,-2.8778305054,,1.0534487963
61704,,,
61721,0.8224082589,-8.219294548,1.7657237053
61784,,,
61788,-2.2325930595,-5.3055510521,3.9157168865
61854,,-3.2836475372,
61855,-3.8558619022,,0.6835445762
61864,,,
61921,,-11.3329534531,
61922,0.3423708379,,-8.4455461502
61944,,,
61988,3.7624878883,-14.5687170029,-10.086771965
62024,,,
62054,,-4.0988731384,
62055,-3.0047230721,,-0.0454898328
62104,,,
62121,0.0706289485,-18.6484375,-9.1614131927
62184,,,
62188,-5.5174379349,-0.6847416759,3.204638958
62254,,-14.0467815399,
62255,5.9843072891,,1.3132196665
62284,,,
62321,-0.8104372621,-7.5477209091,-0.873883605
62364,,,
62387,,-9.9287548065,
62388,-0.1628057212,,0.7098808289
62444,,,
62454,,-8.9758625031,
62455,0.4489128292,,0.2011129409
62521,,-9.2511949539,
62522,0.2717418969,,2.0362684727
62524,,,
62588,-0.6871358752,-11.1869077682,-0.6177040339
62604,,,
62654,,-10.3190097809,
62655,2.2349872589,,0.0011971008
62684,,,
62721,4.0485949516,-10.3860473633,
62722,,,-0.9900023937
62764,,,
62787,,-14.1162128448,
62788,-0.8020575643,,-3.8355112076
62844,,,
62854,-1.74776721,-12.2235965729,2.7868506908
62921,-5.5138463974,-13.1752920151,0.3339911401
62924,,,
62988,3.7744588852,-8.8848829269,-0.1951274425
63004,,,
63054,,-6.8378400803,
63055,-1.5406688452,,2.2732944489
63084,,,
63121,-2.0961236954,-5.6060233116,0.5207388401
63164,,,
63188,-0.6512228847,-7.4160399437,-2.4768016338
63244,,,
63254,,-8.8729114532,
63255,0.1807622313,,-5.0374002457
63321,1.1240776777,-11.4957590103,-6.5301852226
63324,,,
63387,,-6.2380924225,
63388,-0.6859387755,,-3.4392707348
63404,,,
63454,,-16.6552639008,
63455,-7.6291236877,,-4.7273511887
63484,,,
63521,0.5698199868,-7.146692276,6.8174891472
63584,,,
63588,4.1706995964,-9.3290071487,6.0944404602
63654,,-10.7308120728,
63655,3.6810851097,,-2.177526474
63664,,,
63721,-2.0530278683,-7.7284832001,1.4101848602
63744,,,
63788,0.6655880809,-9.4930095673,1.3670891523
63824,,,
63854,,-9.2954883575,
63855,0.9457096457,,0.6596025825
63904,,,
63921,-0.4740519226,-9.7551746368,
63922,,,1.0235211849
63984,,,
63987,,-11.2084550858,
63988,-0.9720458984,,0.4393360019
64054,,-9.9107980728,
64055,3.0514099598,,0.323217243
64064,,,
64121,3.1723172665,-10.5356845856,-1.3012486696
64144,,,
64188,3.6415808201,-12.5779390335,-2.8706479073
64224,,,
64254,,-11.8824234009,
64255,-0.7026981711,,1.322796464
64304,,,
64321,-4.535815239,-11.7651071548,1.8997989893
64384,,,
64388,3.0717608929,-9.3098535538,-0.3711012602
64454,,-7.4399819374,
64455,0.2597708702,,2.442085743
64464,,,
64521,-2.3211784363,-6.2117562294,0.6751648784
64544,,,
64587,,-5.9088897705,
64588,-1.6783354282,,-1.2473790646
64624,,,
64654,1.9608511925,-11.2180318832,
64655,,,-8.0098018646
64704,,,
64721,2.0231003761,-11.7639102936,-6.2883706093
64784,,,
64787,,-7.3190746307,
64788,-4.8398785591,,-0.5111620426
64854,,-18.8160305023,
64855,-1.9692308903,,-7.2783732414
64884,,,
64921,-2.1763293743,-3.2573113441,4.9823336601
64964,,,
64988,5.279214859,-12.8101758957,0.0131681096
65044,,,
65054,,-7.4950485229,
65055,-0.9433154464,,0.2322375625
65121,,-9.7216558456,
65122,0.5781996846,,1.0007762909
65124,,,
65188,0.7098808289,-9.4606876373,-1.2366051674
65204,,,
65254,,-9.7815113068,
65255,0.4022258818,,1.303642869
65284,,,
65321,-0.0311246216,-11.4957590103,0.356736064
65364,,,
65387,,-10.9989624023,
65388,2.4803929329,,-0.988805294
65444,,,
65454,,-11.3556985855,
65455,4.4053311348,,-1.4867992401
65521,,-11.8465099335,
65522,-0.9421183467,,-0.538695395
65524,,,
65588,-4.1563339233,-14.5830821991,4.1455602646
65604,,,
65654,,-11.6070899963,
65655,-3.537432909,,0.5889736414
65684,,,
65721,1.6340426207,-7.8493905067,1.2808978558
65764,,,
65787,,-5.2768206596,
65788,-2.487575531,,3.8163576126
65844,,,
65854,,-5.0314149857,
65855,-2.487575531,,-0.0035913025
65921,-0.3016694188,-10.0364933014,
65922,,,-6.8474168777
65924,,,
65988,4.438849926,-13.9426336288,-9.2763347626
66004,,,
66054,,-3.1986534595,
66055,-3.6296098232,,-0.0514753349
66084,,,
66121,-1.7453730106,-20.2298069,-7.3154830933
66184,,,
66187,,-0.8798691034,
66188,-1.2749123573,,7.0269818306
66254,,-14.659696579,
66255,5.9807157516,,1.2976573706
66264,,,
66321,-1.7956513166,-8.0924015045,-0.6607996821
66344,,,
66388,-1.3587094545,-10.2567596436,2.2996306419
66424,,,
66454,2.4564509392,-9.137471199,
66455,,,0.7924807668
66504,,,
66521,-0.6476315856,-9.609128952,-0.3196259141
66584,,,
66587,,-11.2180318832,
66588,1.5969325304,,-0.9708487988
66654,1.4832079411,-11.1414175034,
66655,,,-1.951274395
66664,,,
66721,,-11.9039707184,
66722,5.5473651886,,-3.1052796841
66744,,,
66788,-0.7290344238,-12.46301651,0.7457938194
66824,,,
66854,,-14.9074964523,
66855,-4.4304704666,,2.442085743
66904,,,
66921,,-11.074379921,
66922,2.2361843586,,-1.7573440075
66984,,,
66988,0.282515794,-6.1519012451,3.162740469
67054,,-4.0821137428,
67055,-2.917334795,,3.0597896576
67065,,,
67121,-3.5877113342,-6.7528457642,
67122,,,-2.3451206684
67144,,,
67188,0.6021417379,-9.6881370544,-8.4287872314
67224,,,
67254,,-9.8545341492,
67255,1.215057373,,-4.7704467773
67304,,,
67321,,-3.8821980953,
67322,-3.6451721191,,0.2777273953
67388,2.426523447,-17.9313735962,-6.6654577255
67404,,,
67454,,-3.2070331573,
67455,1.7693150043,,7.3849153519
67484,,,
67521,6.1674637794,-13.2399358749,-0.0239420161
67564,,,
67588,-2.4959552288,-8.0086050034,1.5227122307
67644,,,
67654,,-9.815030098,
67655,0.4441244006,,0.7278373241
67721,0.5686228871,-8.6694040298,0.3579331636
67724,,,
67787,,-10.1346559525,
67788,0.4118026793,,0.1699883193
67804,,,
67854,3.2585084438,-10.571598053,
67855,,,0.5147533417
67884,,,
67921,,-12.0571994781,
67922,0.7481880188,,-0.4560954273
67964,,,
67988,5.9052987099,-11.4335098267,-3.3039982319
68044,,,
68054,,-11.9434747696,
68055,-0.345962137,,0.9014169574
68121,-5.1714758873,-15.6101951599,2.4217350483
68124,,,
68187,,-10.5859632492,
68188,2.8634653091,,0.017956512
68204,,,
68254,-0.04189853,-5.6742582321,
68255,,,2.7533318996
68284,,,
68321,-2.0697872639,-3.6691141129,3.3159694672
68364,,,
68388,-2.4444799423,-5.214571476,-0.1891419291
68444,,,
68454,,-16.1117801666,
68455,0.0071826051,,-12.9358720779
68521,0.1472434103,-9.1302881241,-3.7588965893
68524,,,
68588,-8.400056839,-13.0735387802,-1.8770540953
68604,,,
68654,,-7.2939352989,
68655,-1.8148049116,,7.0820484161
68704,,,
68721,4.8841714859,-12.1948661804,6.7061591148
68784,,,
68787,,-9.6234941483,
68788,2.9712042809,,-3.5350387096
68854,,-8.6921491623,
68855,-2.4600422382,,0.3256114423
68864,,,
68921,1.8303672075,-9.6199026108,-0.7110779285
68944,,,
68988,2.3487119675,-9.2476043701,1.3275848627
69024,,,
69054,,-10.8074264526,
69055,-0.3890577853,,-0.6524199843
69104,,,
69121,2.0733785629,-10.7727108002,
69122,,,1.2222399712
69184,,,
69188,3.906140089,-11.2515506744,-1.2198457718
69254,,-12.8820018768,
69255,2.4444799423,,-3.4596214294
69264,,,
69321,-2.1571757793,-14.8655986786,
69322,,,4.7979803085
69344,,,
69388,-4.562151432,-12.8652429581,0.3076549172
69424,,,
69454,,-9.5025863647,
69455,2.1475989819,,1.1827356815
69504,,,
69521,,-3.989937067,
69522,-2.0997149944,,4.5118732452
69584,,,
69588,-1.2940660715,-3.9492356777,0.6548141837
69654,,-10.0879688263,
69655,0.7015010715,,-5.8550200462
69664,,,
69721,0.8152256608,-14.5340013504,-11.2575359344
69744,,,
69787,,-7.7440452576,
69788,-6.1231708527,,
69789,,,1.5574282408
69824,,,
69854,,-17.6368865967,
69855,-1.4425065517,,-6.9767036438
69904,,,
69921,4.374206543,-5.3031568527,8.7903118134
69988,4.0043025017,-13.0867061615,-0.3711012602
70004,,,
70054,,-7.888894558,
70055,-2.1200656891,,0.0454898328
70084,,,
70121,,-9.6546182632,
70122,1.0941501856,,-0.3351882398
70164,,,
70188,1.4975731373,-9.2679548264,-0.2681505978
70244,,,
70254,,-10.3118267059,
70255,0.5051765442,,-0.5698199868
70321,1.1623848677,-10.8361568451,0.7553706169
70324,,,
70388,2.1906945705,-11.2695074081,-0.360327363
70404,,,
70454,,-11.1952867508,
70455,4.4963107109,,-3.3602621555
70484,,,
70521,-1.2186486721,-12.2092313766,
70522,,,0.7362170219
70564,,,
70588,-3.1687259674,-13.8313035965,2.9293057919
70644,,,
70654,,-10.5033626556,
70655,1.1348515749,,0.5351040959
70721,0.4094084799,-6.842628479,
70722,,,2.6779146194
70724,,,
70788,-2.5438392162,-5.1571106911,3.3566708565
70804,,,
70854,,-4.9583916664,
70855,-2.4744074345,,-0.6560112834
70884,,,
70921,1.3108254671,-13.9510135651,
70922,,,-10.9486846924
70964,,,
70988,0.9229647517,-11.9506578445,-6.7827734947
71044,,,
71054,,-15.2821893692,
71055,-8.7974939346,,-1.4903905392
71121,,-1.6938977242,
71122,-3.6511576176,,7.4244194031
71124,,,
71188,2.7030537128,-12.8209505081,7.0162081718
71204,,,
71254,,-9.8617172241,
71255,3.2393548489,,-2.4241292477
71304,,,
71321,,-9.4942064285,
71322,-1.6938977242,,1.0606313944
71384,,,
71388,1.2964602709,-8.9040365219,-0.1017535701
71454,,-9.7503862381,
71455,0.8607155085,,1.5346833467
71464,,,
71521,0.3675099611,-10.4878005981,
71522,,,-0.8224082589
71544,,,
71588,3.0514099598,-10.5033626556,0.8176198602
71624,,,
71654,,-11.1665563583,
71655,2.9580361843,,-0.8894459605
71704,,,
71721,4.2161893845,-11.8991823196,
71722,,,-3.6128504276
71784,,,
71787,,-11.3078145981,
71788,-2.4540567398,,0.6440402865
71854,,-13.1537437439,
71855,-5.0026845932,,1.391031146
71864,,,
71921,4.910507679,-11.0384674072,
71922,,,-1.2198457718
71944,,,
71987,,-6.1339449883,
71988,-1.2964602709,,3.5458126068
72024,,,
72054,,-4.3754034042,
72055,-2.1631612778,,1.5442601442
72104,,,
72121,-1.7310078144,-5.2456960678,
72122,,,-0.5662286878
72184,,,
72188,1.9716250896,-13.0675525665,-10.7128553391
72254,,-8.7460184097,
72255,-1.6675615311,,-4.3682208061
72264,,,
72321,-5.5090579987,-9.6809549332,0.181959331
72344,,,
72388,-0.3998316824,-9.4415340424,4.3777976036
72424,,,
72454,,-9.200917244,
72455,3.0298621655,,7.333439827
72521,3.392583847,-11.4658317566,-0.9816226959
72524,,,
72588,-2.5163059235,-8.4778680801,0.8822633028
72604,,,
72654,,-9.7503862381,
72655,1.3239935637,,-0.3220201433
72684,,,
72721,2.0853497982,-9.4199867249,0.7422025204
72764,,,
72787,,-10.9055891037,
72788,0.0706289485,,-0.5291185975
72844,,,
72854,,-10.8146095276,
72855,1.2138602734,,0.6200982332
72921,2.2218191624,-10.5919485092,
72922,,,-0.6967126727
72924,,,
72988,4.8745946884,-11.2180318832,-3.1328129768
73004,,,
73054,,-11.7172231674,
73055,-1.1492167711,,-0.2011129409
73084,,,
73121,-3.4368765354,-13.6900453568,2.7305870056
73164,,,
73188,3.0274679661,-10.732008934,-1.9716250896
73244,,,
73254,0.3866635859,-7.3705501556,
73255,,,2.5929205418
73321,-2.3678655624,-4.8961424828,2.5594015121
73324,,,
73388,-1.4460978508,-4.8291049004,0.8523358107
73404,,,
73454,,-15.0786819458,
73455,0.8248024583,,-12.2247934341
73484,,,
73521,,-7.953537941,
73522,-0.8283938169,,-3.6080620289
73564,,,
73588,-9.0165634155,-19.6121025085,-3.043030262
73644,,,
73654,,-2.3439235687,
73655,-2.8838160038,,9.5456819534
73721,4.4460325241,-14.7339172363,
73722,,,6.1686606407
73724,,,
73787,,-8.9303722382,
73788,2.6228480339,,-2.3606829643
73824,,,
73854,,-8.9423437119,
73855,-1.6232687235,,0.9684545994
73904,,,
73921,1.3611036539,-9.3038673401,
73922,,,-0.717063427
73984,,,
73988,2.080561161,-10.0364933014,0.4118026793
74054,,-10.1286706924,
74055,0.1209071875,,-0.360327363
74064,,,
74121,2.3930046558,-11.4442844391,-0.3639186621
74144,,,
74188,3.5853171349,-12.0380458832,-1.1540051699
74224,,,
74254,,-12.7084226608,
74255,-0.5638344884,,-2.9652187824
74304,,,
74322,-3.6511576176,-14.3269033432,4.374206543
74384,,,
74388,-2.732981205,-11.4646348953,0.4764461517
74454,,-7.7236948013,
74455,0.9277531505,,0.6212953329
74464,,,
74521,-1.9907786846,-5.7400984764,
74522,,,3.5817258358
74544,,,
74588,-2.8048071861,-5.2109799385,0.8846575022
74624,,,
74654,,-8.3509759903,
74655,-1.5382746458,,-2.7497406006
74704,,,
74721,4.1922473907,-13.4781579971,
74722,,,-10.8732671738
74784,,,
74788,-1.6986861229,-4.006696701,-1.1528080702
74855,-4.9392380714,-21.2940292358,-2.9915549755
74864,,,
74921,,-2.1894974709,
74922,-2.4157495499,,3.8367083073
74944,,,
74988,6.2213330269,-13.4769611359,4.0246529579
75024,,,
75054,,-8.7124996185,
75055,-1.2401964664,,-1.1755530834
75121,-0.5351040959,-9.3565406799,
75122,,,3.3303346634
75124,,,
75188,1.8806453943,-9.2368297577,-0.9361328483
75204,,,
75255,0.6308721304,-10.0388879776,-0.5099649429
75284,,,
75321,,-10.7930612564,
75322,1.7381904125,,0.4381389022
75364,,,
75388,0.8343793154,-11.0276927948,0.2525882721
75444,,,
75454,,-11.7279968262,
75455,4.7632641792,,-1.0115501881
75521,1.6160861254,-11.5352640152,
75522,,,-3.1735143661
75524,,,
75588,-1.4233529568,-14.2119808197,5.0948610306
75604,,,
75654,,-12.6258230209,
75655,-5.0062756538,,0.9864110947
75684,,,
75721,1.0342950821,-8.7364416122,-1.766920805
75764,,,
75788,-0.4058171809,-5.013458252,4.4077253342
75844,,,
75854,,-5.0601453781,
75855,-2.8742392063,,1.4221558571
75921,-1.878251195,-9.0752220154,-3.2824504375
75924,,,
75988,4.8255133629,-15.4785137177,-11.488576889
76004,,,
76054,,-6.8629789352,
76055,-6.5637040138,,1.836352706
76084,,,
76121,-0.7829039693,-15.5024557114,
76122,,,-5.9555768967
76164,,,
76187,,-4.115632534,
76188,2.5773582458,,6.5038490295
76244,,,
76254,,-10.4423103333,
76255,3.0777463913,,0.8655039072
76321,,-11.1378259659,
76322,-1.5251064301,,-1.5167267323
76324,,,
76388,-2.3858220577,-7.7584104538,-0.1520318091
76424,,,
76454,,-10.2016935349,
76455,1.2006921768,,-0.0802057534
76504,,,
76521,,-9.3565406799,
76522,0.1580173075,,1.5574282408
76584,,,
76588,-0.5554547906,-11.2383823395,-0.5183446407
76654,,-12.0344552994,
76655,0.2346317619,,0.586579442
76664,,,
76721,4.5609540939,-11.8979854584,-3.4237084389
76744,,,
76788,0.5075707436,-11.6286373138,-0.4357447028
76824,,,
76854,,-12.6174430847,
76855,-2.9316999912,,4.1994299889
76904,,,
76921,-2.1835119724,-11.9279127121,
76922,,,0.107739076
76984,,,
76987,,-6.6917939186,
76988,-1.1755530834,,2.4540567398
77054,,-5.7365074158,
77055,-2.0530278683,,1.2928689718
77064,,,
77121,-3.2644939423,-6.6774287224,
77122,,,0.1867477298
77144,,,
77188,-2.1033062935,-10.6206789017,-7.4519529343
77224,,,
77255,1.6160861254,-12.8628482819,-5.2433018684
77304,,,
77321,-6.293159008,-10.4770269394,0.3806780577
77384,,,
77388,2.5462334156,-10.5093479156,-3.3494882584
77454,,-7.5046253204,
77455,0.2741360962,,6.635529995
77465,,,
77521,4.665102005,-11.5855417252,
77522,,,3.9516298771
77544,,,
77588,1.8387469053,-5.7736172676,0.2190694511
77644,,,
77654,,-6.1016230583,
77655,5.6491189003,,2.4756045341
77721,3.4476504326,-1.2401964664,0.538695395
77724,,,
77788,0.2585737705,-14.0192480087,4.0007109642
77804,,,
77854,,-13.866019249,
77855,6.1566896439,,0.5698199868
77884,,,
77921,5.5353941917,-11.2898578644,
77922,,,0.0586579405
77964,,,
77988,3.8307228088,-12.8520746231,-2.3499090672
78044,,,
78054,,-10.8577051163,
78055,2.1631612778,,1.9033904076
78121,-0.3770867586,-11.1881046295,
78122,,,-0.7924807668
78124,,,
78188,3.4620156288,-9.6378593445,-0.7924807668
78204,,,
78254,,-6.5996170044,
78255,0.0347159244,,1.9572598934
78284,,,
78321,,-5.1822495461,
78322,-0.1005564705,,0.586579442
78364,,,
78388,0.9696516991,-7.0150108337,-0.6787561774
78444,,,
78454,,-13.3009872437,
78455,11.4538612366,,-10.1693716049
78521,,-6.7444663048,
78522,-0.4501099288,,
78524,,,
78588,2.4947581291,-14.8009548187,-6.6067996025
78604,,,
78654,,-6.9192428589,
78655,-4.7405195236,,-1.0642226934
78684,,,
78721,7.3226656914,-8.2803468704,1.418564558
78764,,,
78788,1.8351556063,-9.5504703522,
78789,,,0.4297592044
78844,,,
78854,,-7.3430166245,
78855,1.5837644339,,-0.211886853
78921,4.341884613,-8.6801786423,1.303642869
78944,,,
78988,2.5091233253,-9.950302124,0.5147533417
79024,,,
79054,,-10.6793365479,
79055,1.8878279924,,0.9828197956
79104,,,
79121,,-10.8110179901,
79122,3.9707834721,,1.8495208025
79184,,,
79188,5.3342814445,-10.6685628891,0.9457096457
79254,,-11.798625946,
79255,5.7819972038,,-4.8602294922
79265,,,
79321,,-11.8189764023,
79322,1.0618284941,,2.6156654358
79344,,,
79388,-1.8590976,-13.1513500214,0.174776718
79424,,,
79454,,-9.950302124,
79455,6.4116721153,,-0.0430956297
79504,,,
79521,,-6.6271505356,
79522,-0.7038952708,,2.0290858746
79584,,,
79587,,-5.5174379349,
79588,0.2286462635,,1.0522516966
79654,,-6.0429649353,
79655,-0.653617084,,-1.173158884
79664,,,
79721,9.001001358,-13.7080020905,
79722,,,-10.8289747238
79744,,,
79788,1.3551181555,-9.1913404465,-3.12084198
79824,,,
79855,-3.5494039059,-16.0962181091,-2.1894974709
79904,,,
79921,,-6.351817131,
79922,-3.6966474056,,2.917334795
79984,,,
79988,6.3171010017,-9.5648355484,4.9476180077
80054,,-8.5413141251,
80055,2.1188685894,,-0.3842693865
80064,,,
80121,2.1320366859,-8.4730796814,0.0598550439
80144,,,
80188,2.3738510609,-8.7747488022,-0.4213795066
80244,,,
80254,,-9.1123313904,
80255,3.9947254658,,2.11647439
80321,,-9.7036991119,
80322,0.8906430602,,0.3699041605
80324,,,
80388,2.8622682095,-10.1825399399,2.5139117241
80404,,,
80454,,-11.2084550858,
80455,5.5186347961,,0.2274491638
80484,,,
80521,6.5098342896,-11.0863513947,
80522,,,-3.3985693455
80564,,,
80588,3.2537200451,-10.9019975662,0.174776718
80644,,,
80654,,-13.0867061615,
80655,0.1113303825,,2.7269957066
80721,-0.1340752989,-10.3513307571,
80722,,,0.4058171809
80724,,,
80788,2.1942858696,-7.6446862221,1.0821791887
80804,,,
80854,,-6.331466198,
80855,-0.6117185354,,1.8830395937
80884,,,
80921,-1.6053122282,-5.9196639061,0.087388359
80964,,,
80987,,-9.801861763,
80988,4.3981485367,,-6.0070519447
81043,,,
81054,7.9631147385,-12.2367649078,-7.9882540703
81120,,-5.5449709892,
81121,-0.5554547906,,-1.1815385818
81123,,,
81187,0.9636662006,-16.439786911,-5.6407394409
81203,,,
81254,-2.0685901642,-7.501033783,3.2417490482
81284,,,
81321,,-9.3014736176,
81322,4.7477021217,,4.6112322807
81364,,,
81387,,-8.2468280792,
81388,0.9241618514,,3.5625722408
81443,,,
81454,0.9062053561,-8.361749649,0.6631938815
81521,1.8459295034,-11.650185585,-2.2637176514
81544,,,
81588,0.9229647517,-8.8250274658,1.3754688501
81624,,,
81654,,-9.7240505219,
81655,0.3531447649,,1.0354921818
81704,,,
81721,,-10.1885251999,
81722,0.4704606235,,1.5418659449
81784,,,
81788,-0.137666598,-10.9857940674,0.7015010715
81854,,-11.3556985855,
81855,5.323507309,,-1.3718775511
81864,,,
81921,0.2777273953,-12.8089790344,
81922,,,-2.6886885166
81944,,,
81988,-0.6979097724,-11.7303915024,5.1092262268
82024,,,
82054,,-10.5129394531,
82055,-2.3475148678,,1.4520833492
82104,,,
82121,2.7473464012,-10.435128212,-0.4118026793
82184,,,
82187,,-7.2101383209,
82188,-0.3627215624,,1.5741876364
82254,,-5.9364233017,
82255,-2.0254945755,,0.7685387731
82264,,,
82321,-0.9361328483,-6.0573301315,
82322,,,-0.2334346622
82344,,,
82388,5.5150437355,-12.4271039963,-8.5473003387
82424,,,
82454,,-9.950302124,
82455,3.7277719975,,-3.9851486683
82504,,,
82521,,-15.4677400589,
82522,-6.1219735146,,-2.8215668201
82584,,,
82588,-7.6291236877,-7.8912887573,0.7338228226
82654,3.5242648125,-9.5672302246,
82655,,,3.5673606396
82664,,,
82721,,-9.4535055161,
82722,0.7242460251,,-0.8104372621
82764,,,
82788,0.7314286232,-9.4283666611,-0.5985504389
82844,,,
82854,,-8.9734678268,
82855,0.5698199868,,1.027112484
82921,1.4425065517,-9.2332391739,
82922,,,2.2972364426
82924,,,
82988,-1.2366051674,-9.5995521545,0.326808542
83004,,,
83055,-1.0510545969,-9.8186216354,0.9648633003
83084,,,
83121,,-10.1466264725,
83122,0.1628057212,,1.122880578
83164,,,
83188,0.7685387731,-10.7631340027,0.513556242
83244,,,
83254,,-11.6094837189,
